Date,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Discount_Rate,Profit_Margin
2024-05-31,West,Sports,Sports_Item_10,86,27.98,1883.07,0.22,0.04
2024-06-30,North,Electronics,Electronics_Item_1,128,364.5,45456.61,0.03,0.08
2024-06-30,North,Clothing,Clothing_Item_7,286,52.1,13363.55,0.1,0.27
2024-06-30,North,Food,Food_Item_8,97,82.67,6093.45,0.24,0.02
2024-06-30,North,Home,Home_Item_6,156,105.22,14164.41,0.14,0.12
2024-06-30,North,Sports,Sports_Item_2,284,149.18,35277.5,0.17,0.17
2024-06-30,South,Electronics,Electronics_Item_5,93,400.14,36222.19,0.03,0.11
2024-06-30,South,Clothing,Clothing_Item_10,148,70.8,9942.05,0.05,0.37
2024-06-30,South,Food,Food_Item_8,200,125.05,22753.23,0.09,0.13
2024-06-30,South,Home,Home_Item_8,61,139.8,7506.48,0.12,0.14
2024-06-30,South,Sports,Sports_Item_6,197,148.95,24589.56,0.16,0.21
2024-06-30,East,Electronics,Electronics_Item_16,234,253.47,57040.55,0.04,0.11
2024-06-30,East,Clothing,Clothing_Item_18,102,32.74,3222.04,0.04,0.28
2024-06-30,East,Food,Food_Item_1,135,63.33,7936.07,0.07,0.19
2024-06-30,East,Home,Home_Item_18,146,125.54,13146.99,0.28,0.02
2024-06-30,East,Sports,Sports_Item_5,122,32.65,3296.37,0.17,0.18
2024-06-30,West,Electronics,Electronics_Item_3,71,758.36,40639.09,0.25,0.01
2024-06-30,West,Clothing,Clothing_Item_15,215,31.3,5076.96,0.25,0.14
2024-06-30,West,Food,Food_Item_14,233,13.21,2870.39,0.07,0.17
2024-06-30,West,Home,Home_Item_1,81,90.23,6047.25,0.17,0.2
2024-06-30,West,Sports,Sports_Item_3,169,78.19,10182.05,0.23,0.11
2024-07-31,North,Electronics,Electronics_Item_2,291,287.82,82043.93,0.02,0.1
2024-07-31,North,Clothing,Clothing_Item_13,116,38.6,3434.61,0.23,0.13
2024-07-31,North,Food,Food_Item_6,127,80.86,9943.67,0.03,0.24
2024-07-31,North,Home,Home_Item_19,225,12.48,2499.95,0.11,0.2
2024-07-31,North,Sports,Sports_Item_11,84,119.31,9846.89,0.02,0.26
2024-07-31,South,Electronics,Electronics_Item_9,123,378.41,44161.74,0.05,0.08
2024-07-31,South,Clothing,Clothing_Item_4,193,34.22,5380.1,0.19,0.26
2024-07-31,South,Food,Food_Item_4,179,42.05,7027.56,0.07,0.18
2024-07-31,South,Home,Home_Item_3,204,128.72,20019.38,0.24,0.12
2024-07-31,South,Sports,Sports_Item_5,66,83.57,5222.97,0.05,0.23
2024-07-31,East,Electronics,Electronics_Item_10,211,280.28,45117.49,0.24,0.01
2024-07-31,East,Clothing,Clothing_Item_18,126,35.18,4001.99,0.1,0.32
2024-07-31,East,Food,Food_Item_17,154,19.05,2606.32,0.11,0.12
2024-07-31,East,Home,Home_Item_4,221,73.61,15789.74,0.03,0.3
2024-07-31,East,Sports,Sports_Item_9,97,55.45,4610.93,0.14,0.2
2024-07-31,West,Electronics,Electronics_Item_17,107,671.01,51220.71,0.29,0.01
2024-07-31,West,Clothing,Clothing_Item_1,199,45.23,7819.58,0.13,0.3
2024-07-31,West,Food,Food_Item_11,69,140.24,7409.09,0.23,0.05
2024-07-31,West,Home,Home_Item_17,97,64.09,5793.33,0.07,0.21
2024-07-31,West,Sports,Sports_Item_1,160,82.58,10289.37,0.22,0.05
2024-08-31,North,Electronics,Electronics_Item_11,215,608.14,127423.43,0.03,0.08
2024-08-31,North,Clothing,Clothing_Item_5,283,25.77,7265.5,0.0,0.31
2024-08-31,North,Food,Food_Item_11,312,113.25,32191.0,0.09,0.18
2024-08-31,North,Home,Home_Item_5,305,141.92,38678.88,0.11,0.23
2024-08-31,North,Sports,Sports_Item_6,84,102.44,7920.93,0.08,0.25
2024-08-31,South,Electronics,Electronics_Item_8,188,249.3,42714.81,0.09,0.08
2024-08-31,South,Clothing,Clothing_Item_4,143,50.56,6966.12,0.04,0.3
2024-08-31,South,Food,Food_Item_18,149,19.7,2513.59,0.14,0.23
2024-08-31,South,Home,Home_Item_13,69,121.82,5934.41,0.29,0.01
2024-08-31,South,Sports,Sports_Item_10,169,82.91,13352.96,0.05,0.25
2024-08-31,East,Electronics,Electronics_Item_8,75,266.48,19416.68,0.03,0.11
2024-08-31,East,Clothing,Clothing_Item_12,127,64.01,7729.76,0.05,0.32
2024-08-31,East,Food,Food_Item_7,95,79.45,5300.38,0.3,0.01
2024-08-31,East,Home,Home_Item_8,71,138.65,7614.31,0.23,0.06
2024-08-31,East,Sports,Sports_Item_11,112,111.99,10073.71,0.2,0.16
2024-08-31,West,Electronics,Electronics_Item_13,159,651.91,86875.91,0.16,0.01
2024-08-31,West,Clothing,Clothing_Item_15,60,30.54,1382.77,0.25,0.21
2024-08-31,West,Food,Food_Item_1,161,57.93,7205.78,0.23,0.08
2024-08-31,West,Home,Home_Item_7,61,51.66,2499.85,0.21,0.12
2024-08-31,West,Sports,Sports_Item_10,185,99.08,17449.71,0.05,0.28
2024-09-30,North,Electronics,Electronics_Item_4,306,687.05,154643.45,0.26,0.01
2024-09-30,North,Clothing,Clothing_Item_10,243,35.52,6927.95,0.2,0.27
2024-09-30,North,Food,Food_Item_9,315,112.63,33477.2,0.06,0.25
2024-09-30,North,Home,Home_Item_12,256,119.73,30603.01,0.0,0.28
2024-09-30,North,Sports,Sports_Item_16,100,114.94,9154.52,0.2,0.15
2024-09-30,South,Electronics,Electronics_Item_4,140,725.99,90408.32,0.11,0.06
2024-09-30,South,Clothing,Clothing_Item_6,81,82.43,6400.92,0.04,0.3
2024-09-30,South,Food,Food_Item_4,121,107.39,10578.53,0.19,0.05
2024-09-30,South,Home,Home_Item_14,125,64.27,5927.06,0.26,0.05
2024-09-30,South,Sports,Sports_Item_4,61,19.08,967.8,0.17,0.15
2024-09-30,East,Electronics,Electronics_Item_19,199,562.09,84843.47,0.24,0.01
2024-09-30,East,Clothing,Clothing_Item_12,115,70.92,6454.23,0.21,0.16
2024-09-30,East,Food,Food_Item_19,93,147.48,10320.18,0.25,0.03
2024-09-30,East,Home,Home_Item_17,168,55.95,9149.26,0.03,0.24
2024-09-30,East,Sports,Sports_Item_17,113,149.77,13661.45,0.19,0.19
2024-09-30,West,Electronics,Electronics_Item_15,62,497.7,24507.76,0.21,0.01
2024-09-30,West,Clothing,Clothing_Item_5,149,79.78,8497.99,0.29,0.18
2024-09-30,West,Food,Food_Item_13,129,147.15,14994.68,0.21,0.06
2024-09-30,West,Home,Home_Item_3,153,140.15,21081.29,0.02,0.3
2024-09-30,West,Sports,Sports_Item_17,112,41.58,4011.47,0.14,0.15
2024-10-31,North,Electronics,Electronics_Item_4,472,474.91,215182.32,0.04,0.09
2024-10-31,North,Clothing,Clothing_Item_4,417,78.24,28348.5,0.13,0.27
2024-10-31,North,Food,Food_Item_4,283,18.02,4898.5,0.04,0.2
2024-10-31,North,Home,Home_Item_14,372,16.24,5542.69,0.08,0.14
2024-10-31,North,Sports,Sports_Item_13,403,146.48,51434.99,0.13,0.15
2024-10-31,South,Electronics,Electronics_Item_18,210,239.22,49729.55,0.01,0.12
2024-10-31,South,Clothing,Clothing_Item_7,276,31.14,7534.58,0.12,0.28
2024-10-31,South,Food,Food_Item_15,210,135.98,22868.73,0.2,0.04
2024-10-31,South,Home,Home_Item_5,350,17.32,5587.62,0.08,0.2
2024-10-31,South,Sports,Sports_Item_5,188,147.14,21644.05,0.22,0.05
2024-10-31,East,Electronics,Electronics_Item_9,173,478.36,67648.37,0.18,0.01
2024-10-31,East,Clothing,Clothing_Item_1,293,38.03,8298.31,0.26,0.13
2024-10-31,East,Food,Food_Item_11,230,147.27,29767.5,0.12,0.14
2024-10-31,East,Home,Home_Item_2,238,86.84,19265.15,0.07,0.24
2024-10-31,East,Sports,Sports_Item_2,201,70.01,11267.79,0.2,0.06
2024-10-31,West,Electronics,Electronics_Item_12,217,477.38,83360.41,0.2,0.01
2024-10-31,West,Clothing,Clothing_Item_3,241,82.96,17857.71,0.11,0.23
2024-10-31,West,Food,Food_Item_4,198,79.62,11639.45,0.26,0.04
2024-10-31,West,Home,Home_Item_15,280,115.58,31135.31,0.04,0.17
2024-10-31,West,Sports,Sports_Item_17,291,131.88,33182.15,0.14,0.13
2024-11-30,North,Electronics,Electronics_Item_1,273,239.12,47474.2,0.27,0.01
2024-11-30,North,Clothing,Clothing_Item_18,215,59.83,10328.05,0.2,0.16
2024-11-30,North,Food,Food_Item_8,467,71.75,31630.32,0.06,0.18
2024-11-30,North,Home,Home_Item_15,213,90.86,14721.02,0.24,0.1
2024-11-30,North,Sports,Sports_Item_6,457,138.11,60126.55,0.05,0.24
2024-11-30,South,Electronics,Electronics_Item_18,107,299.62,28567.17,0.11,0.04
2024-11-30,South,Clothing,Clothing_Item_8,276,98.68,25585.52,0.06,0.27
2024-11-30,South,Food,Food_Item_6,265,112.57,27028.21,0.09,0.25
2024-11-30,South,Home,Home_Item_14,280,21.68,4608.0,0.24,0.14
2024-11-30,South,Sports,Sports_Item_13,297,145.4,30434.04,0.3,0.03
2024-11-30,East,Electronics,Electronics_Item_5,93,798.25,59624.14,0.2,0.01
2024-11-30,East,Clothing,Clothing_Item_5,130,27.44,2686.74,0.25,0.11
2024-11-30,East,Food,Food_Item_12,102,124.67,10006.74,0.21,0.11
2024-11-30,East,Home,Home_Item_2,300,75.96,19649.19,0.14,0.21
2024-11-30,East,Sports,Sports_Item_1,318,133.18,39245.36,0.07,0.22
2024-11-30,West,Electronics,Electronics_Item_16,146,408.76,46272.76,0.22,0.01
2024-11-30,West,Clothing,Clothing_Item_15,312,48.19,12909.5,0.14,0.31
2024-11-30,West,Food,Food_Item_2,247,98.78,19449.29,0.2,0.06
2024-11-30,West,Home,Home_Item_8,169,34.48,5430.51,0.07,0.27
2024-11-30,West,Sports,Sports_Item_15,240,20.79,3692.89,0.26,0.04
2024-12-31,North,Electronics,Electronics_Item_14,206,416.23,66112.2,0.23,0.01
2024-12-31,North,Clothing,Clothing_Item_13,454,92.29,31750.3,0.24,0.14
2024-12-31,North,Food,Food_Item_2,390,137.01,44449.07,0.17,0.17
2024-12-31,North,Home,Home_Item_3,403,63.13,22528.91,0.11,0.14
2024-12-31,North,Sports,Sports_Item_8,467,146.75,59845.63,0.13,0.12
2024-12-31,South,Electronics,Electronics_Item_19,241,216.31,50136.27,0.04,0.12
2024-12-31,South,Clothing,Clothing_Item_13,280,92.86,19722.68,0.24,0.22
2024-12-31,South,Food,Food_Item_19,212,96.99,16686.25,0.19,0.13
2024-12-31,South,Home,Home_Item_17,337,40.58,13395.76,0.02,0.2
2024-12-31,South,Sports,Sports_Item_14,139,16.46,2092.78,0.09,0.22
2024-12-31,East,Electronics,Electronics_Item_4,180,378.34,52917.87,0.22,0.01
2024-12-31,East,Clothing,Clothing_Item_9,206,90.18,16735.52,0.1,0.35
2024-12-31,East,Food,Food_Item_17,298,35.95,9942.29,0.07,0.15
2024-12-31,East,Home,Home_Item_5,107,91.59,7284.59,0.26,0.14
2024-12-31,East,Sports,Sports_Item_9,171,126.39,20867.87,0.03,0.26
2024-12-31,West,Electronics,Electronics_Item_1,329,601.52,145715.12,0.26,0.01
2024-12-31,West,Clothing,Clothing_Item_12,100,61.4,5555.8,0.1,0.29
2024-12-31,West,Food,Food_Item_8,169,29.25,4699.35,0.05,0.21
2024-12-31,West,Home,Home_Item_4,123,98.38,9550.32,0.21,0.12
2024-12-31,West,Sports,Sports_Item_13,184,81.73,13303.75,0.12,0.12
