Customer_ID,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Support_Tickets_Last_Year,Churned,Payment_Method,Age_Group
CUST0313,70,97.16,6800.88,Two_Year,Fiber_Optic,8,Yes,Electronic,51+
CUST0314,21,116.26,2441.41,Month-to-Month,Fiber_Optic,8,Yes,Electronic,36-50
CUST0315,20,24.74,494.71,Month-to-Month,None,7,Yes,Credit_Card,36-50
CUST0316,37,96.75,3579.81,Month-to-Month,Fiber_Optic,8,No,Mailed_Check,18-25
CUST0317,19,87.65,1665.3,One_Year,Fiber_Optic,0,No,Electronic,51+
CUST0318,68,44.56,3030.34,Two_Year,DSL,1,No,Electronic,36-50
CUST0319,28,60.94,1706.2,One_Year,DSL,1,No,Electronic,36-50
CUST0320,65,64.52,4193.54,One_Year,DSL,5,Yes,Electronic,26-35
CUST0321,16,66.76,1068.17,One_Year,DSL,1,No,Electronic,36-50
CUST0322,64,30.25,1936.0,One_Year,None,2,No,Electronic,51+
CUST0323,15,46.59,698.82,Month-to-Month,DSL,3,Yes,Electronic,36-50
CUST0324,40,89.55,3582.07,Two_Year,Fiber_Optic,8,No,Mailed_Check,18-25
CUST0325,72,43.77,3151.16,Month-to-Month,DSL,2,Yes,Mailed_Check,51+
CUST0326,50,33.14,1656.78,One_Year,None,8,Yes,Electronic,36-50
CUST0327,36,83.76,3015.41,Month-to-Month,Fiber_Optic,8,Yes,Credit_Card,36-50
CUST0328,42,38.3,1608.68,One_Year,None,7,Yes,Mailed_Check,51+
CUST0329,40,27.26,1090.48,Month-to-Month,None,1,No,Credit_Card,18-25
CUST0330,4,69.31,277.22,Month-to-Month,DSL,4,Yes,Mailed_Check,26-35
CUST0331,16,72.14,1154.31,Two_Year,DSL,6,No,Electronic,36-50
CUST0332,28,105.39,2950.83,Month-to-Month,Fiber_Optic,3,No,Bank_Transfer,36-50
CUST0333,68,33.74,2294.13,Month-to-Month,None,2,No,Mailed_Check,26-35
CUST0334,50,78.94,3946.91,Month-to-Month,DSL,8,Yes,Credit_Card,51+
CUST0335,3,112.87,338.6,Two_Year,Fiber_Optic,8,Yes,Mailed_Check,26-35
CUST0336,35,84.03,2940.89,Month-to-Month,Fiber_Optic,4,Yes,Electronic,36-50
CUST0337,48,104.55,5018.45,Month-to-Month,Fiber_Optic,6,Yes,Electronic,18-25
CUST0338,33,119.16,3932.42,Two_Year,Fiber_Optic,2,No,Credit_Card,26-35
CUST0339,20,23.5,469.95,Month-to-Month,None,8,Yes,Credit_Card,36-50
CUST0340,47,26.81,1259.96,Month-to-Month,None,8,Yes,Bank_Transfer,18-25
CUST0341,14,56.33,788.65,Month-to-Month,DSL,3,No,Electronic,36-50
CUST0342,6,75.95,455.72,Two_Year,DSL,2,No,Bank_Transfer,36-50
CUST0343,72,98.41,7085.83,Month-to-Month,Fiber_Optic,3,Yes,Bank_Transfer,26-35
CUST0344,40,28.45,1138.04,Two_Year,None,8,No,Mailed_Check,26-35
CUST0345,3,51.69,155.07,Month-to-Month,DSL,2,No,Electronic,51+
CUST0346,19,32.43,616.11,Month-to-Month,None,8,No,Mailed_Check,51+
CUST0347,30,42.73,1282.01,One_Year,DSL,0,Yes,Electronic,51+
CUST0348,59,103.93,6132.12,Month-to-Month,Fiber_Optic,2,No,Electronic,51+
CUST0349,41,106.71,4375.2,Month-to-Month,Fiber_Optic,5,No,Bank_Transfer,36-50
CUST0350,11,111.78,1229.61,One_Year,Fiber_Optic,2,No,Mailed_Check,18-25
CUST0351,67,50.09,3356.18,One_Year,DSL,4,Yes,Electronic,18-25
CUST0352,65,66.77,4339.92,One_Year,DSL,0,Yes,Bank_Transfer,36-50
CUST0353,19,97.38,1850.29,Month-to-Month,Fiber_Optic,8,No,Electronic,26-35
CUST0354,29,28.9,838.24,One_Year,None,8,No,Bank_Transfer,36-50
CUST0355,66,111.47,7357.02,Month-to-Month,Fiber_Optic,2,Yes,Bank_Transfer,36-50
CUST0356,25,28.14,703.49,Two_Year,None,5,Yes,Electronic,51+
CUST0357,57,22.8,1299.63,One_Year,None,0,No,Electronic,36-50
CUST0358,56,28.95,1621.16,Month-to-Month,None,3,No,Electronic,26-35
CUST0359,39,48.76,1901.75,Two_Year,DSL,3,No,Electronic,51+
CUST0360,9,20.89,187.99,One_Year,None,8,No,Electronic,18-25
CUST0361,55,53.81,2959.49,Two_Year,DSL,6,No,Electronic,51+
CUST0362,40,29.01,1160.48,One_Year,None,0,No,Credit_Card,51+
CUST0363,45,50.33,2264.71,Two_Year,DSL,0,No,Credit_Card,26-35
CUST0364,30,65.46,1963.68,One_Year,DSL,6,Yes,Bank_Transfer,18-25
CUST0365,33,90.27,2978.84,One_Year,Fiber_Optic,3,No,Mailed_Check,18-25
CUST0366,15,42.84,642.6,Month-to-Month,DSL,2,No,Mailed_Check,36-50
CUST0367,51,94.48,4818.32,One_Year,Fiber_Optic,1,No,Electronic,36-50
CUST0368,38,84.82,3223.25,Two_Year,Fiber_Optic,1,No,Mailed_Check,51+
CUST0369,65,56.88,3697.29,Two_Year,DSL,2,No,Bank_Transfer,26-35
CUST0370,23,102.35,2353.95,Two_Year,Fiber_Optic,8,No,Mailed_Check,51+
CUST0371,45,28.6,1286.94,Month-to-Month,None,2,Yes,Electronic,26-35
CUST0372,28,95.37,2670.35,One_Year,Fiber_Optic,2,No,Electronic,36-50
CUST0373,33,31.64,1044.25,Month-to-Month,None,8,Yes,Mailed_Check,51+
CUST0374,65,22.85,1485.37,Month-to-Month,None,7,Yes,Credit_Card,36-50
CUST0375,38,105.48,4008.09,Month-to-Month,Fiber_Optic,0,No,Credit_Card,26-35
CUST0376,50,98.16,4908.0,Two_Year,Fiber_Optic,3,No,Credit_Card,51+
CUST0377,64,22.72,1453.81,One_Year,None,5,Yes,Bank_Transfer,26-35
CUST0378,37,58.34,2158.61,Month-to-Month,DSL,4,No,Electronic,36-50
CUST0379,29,113.07,3278.98,Two_Year,Fiber_Optic,0,No,Bank_Transfer,26-35
CUST0380,68,78.83,5360.42,Month-to-Month,DSL,5,No,Electronic,18-25
CUST0381,51,70.48,3594.28,One_Year,DSL,6,Yes,Mailed_Check,51+
CUST0382,44,82.31,3621.46,One_Year,Fiber_Optic,4,No,Credit_Card,36-50
CUST0383,13,22.78,296.19,Month-to-Month,None,2,No,Bank_Transfer,51+
CUST0384,24,69.38,1665.19,Month-to-Month,DSL,1,No,Electronic,36-50
CUST0385,19,59.02,1121.41,Month-to-Month,DSL,3,Yes,Bank_Transfer,18-25
CUST0386,21,101.34,2128.04,One_Year,Fiber_Optic,5,No,Bank_Transfer,51+
CUST0387,17,75.08,1276.42,Month-to-Month,DSL,5,No,Mailed_Check,51+
CUST0388,33,103.55,3417.13,Month-to-Month,Fiber_Optic,3,Yes,Bank_Transfer,36-50
CUST0389,51,54.49,2779.03,One_Year,DSL,0,No,Bank_Transfer,26-35
CUST0390,7,35.29,247.03,Month-to-Month,None,3,No,Credit_Card,36-50
CUST0391,72,57.57,4144.75,Month-to-Month,DSL,0,Yes,Mailed_Check,36-50
CUST0392,22,78.86,1734.95,Month-to-Month,DSL,6,No,Bank_Transfer,36-50
CUST0393,66,105.3,6949.92,One_Year,Fiber_Optic,4,Yes,Bank_Transfer,51+
CUST0394,8,80.35,642.84,One_Year,Fiber_Optic,2,No,Credit_Card,36-50
CUST0395,37,34.76,1286.02,Month-to-Month,None,8,No,Electronic,18-25
CUST0396,1,72.88,72.88,One_Year,DSL,8,Yes,Mailed_Check,36-50
CUST0397,30,68.93,2067.78,Month-to-Month,DSL,3,Yes,Bank_Transfer,36-50
CUST0398,45,112.33,5054.82,One_Year,Fiber_Optic,1,No,Bank_Transfer,26-35
CUST0399,60,60.02,3601.5,Month-to-Month,DSL,5,Yes,Mailed_Check,18-25
CUST0400,67,24.65,1651.39,One_Year,None,6,No,Mailed_Check,51+
CUST0401,53,20.44,1083.35,Month-to-Month,None,6,No,Electronic,18-25
CUST0402,19,64.14,1218.65,Month-to-Month,DSL,4,No,Mailed_Check,36-50
CUST0403,72,37.34,2688.38,Two_Year,None,3,No,Credit_Card,51+
CUST0404,53,108.56,5753.58,One_Year,Fiber_Optic,3,No,Mailed_Check,26-35
CUST0405,12,76.67,920.06,One_Year,DSL,7,Yes,Mailed_Check,26-35
CUST0406,49,108.87,5334.57,Month-to-Month,Fiber_Optic,8,Yes,Bank_Transfer,18-25
CUST0407,38,108.6,4126.86,One_Year,Fiber_Optic,5,No,Credit_Card,26-35
CUST0408,64,89.87,5751.87,Month-to-Month,Fiber_Optic,8,Yes,Bank_Transfer,18-25
CUST0409,44,31.3,1377.19,Month-to-Month,None,1,No,Mailed_Check,36-50
CUST0410,51,38.2,1948.14,Two_Year,None,7,Yes,Mailed_Check,36-50
CUST0411,55,77.21,4246.38,Month-to-Month,DSL,8,Yes,Bank_Transfer,18-25
CUST0412,11,47.31,520.44,One_Year,DSL,7,No,Bank_Transfer,18-25
CUST0413,12,59.02,708.2,Month-to-Month,DSL,2,No,Electronic,18-25
CUST0414,47,30.01,1410.38,Month-to-Month,None,8,Yes,Credit_Card,26-35
CUST0415,13,42.09,547.22,One_Year,DSL,8,Yes,Electronic,51+
CUST0416,56,66.29,3712.47,Two_Year,DSL,5,No,Credit_Card,18-25
CUST0417,8,51.81,414.5,One_Year,DSL,7,No,Mailed_Check,36-50
CUST0418,54,67.29,3633.54,Month-to-Month,DSL,5,Yes,Electronic,51+
CUST0419,54,42.32,2285.48,Month-to-Month,DSL,5,Yes,Credit_Card,36-50
CUST0420,24,89.68,2152.21,Two_Year,Fiber_Optic,5,No,Electronic,51+
CUST0421,17,29.86,507.57,Two_Year,None,5,No,Credit_Card,51+
CUST0422,65,78.54,5105.1,One_Year,DSL,5,Yes,Credit_Card,51+
CUST0423,53,114.29,6057.11,One_Year,Fiber_Optic,5,Yes,Bank_Transfer,26-35
CUST0424,25,50.62,1265.58,Month-to-Month,DSL,4,No,Mailed_Check,36-50
CUST0425,7,102.83,719.78,Month-to-Month,Fiber_Optic,4,No,Bank_Transfer,18-25
CUST0426,72,64.25,4625.7,One_Year,DSL,7,Yes,Bank_Transfer,51+
CUST0427,28,49.13,1375.62,Two_Year,DSL,1,No,Credit_Card,36-50
CUST0428,5,119.61,598.04,One_Year,Fiber_Optic,6,Yes,Credit_Card,26-35
CUST0429,57,94.63,5393.75,One_Year,Fiber_Optic,6,No,Mailed_Check,36-50
CUST0430,68,39.63,2695.05,One_Year,None,7,Yes,Credit_Card,36-50
CUST0431,54,77.9,4206.37,Month-to-Month,DSL,5,Yes,Bank_Transfer,36-50
CUST0432,5,107.6,538.02,One_Year,Fiber_Optic,1,No,Electronic,36-50
CUST0433,15,78.32,1174.76,Month-to-Month,DSL,1,Yes,Mailed_Check,18-25
CUST0434,62,90.99,5641.27,Two_Year,Fiber_Optic,5,Yes,Mailed_Check,26-35
CUST0435,8,102.43,819.48,Month-to-Month,Fiber_Optic,5,Yes,Bank_Transfer,51+
CUST0436,41,35.86,1470.38,Two_Year,None,5,Yes,Bank_Transfer,51+
CUST0437,11,39.62,435.85,Two_Year,None,8,Yes,Mailed_Check,36-50
CUST0438,4,104.89,419.57,Month-to-Month,Fiber_Optic,5,Yes,Electronic,36-50
CUST0439,66,78.41,5174.76,Month-to-Month,DSL,4,No,Credit_Card,18-25
CUST0440,43,108.73,4675.53,Two_Year,Fiber_Optic,0,No,Bank_Transfer,51+
CUST0441,37,114.21,4225.71,One_Year,Fiber_Optic,8,Yes,Electronic,51+
CUST0442,42,112.19,4711.99,Two_Year,Fiber_Optic,4,Yes,Mailed_Check,36-50
CUST0443,67,25.08,1680.12,One_Year,None,8,No,Electronic,26-35
CUST0444,1,95.91,95.91,Two_Year,Fiber_Optic,1,Yes,Electronic,36-50
CUST0445,17,41.3,702.18,Month-to-Month,DSL,2,No,Credit_Card,18-25
CUST0446,1,28.31,28.31,One_Year,None,0,No,Electronic,51+
CUST0447,5,113.59,567.96,Month-to-Month,Fiber_Optic,8,Yes,Electronic,26-35
CUST0448,69,49.0,3380.7,Two_Year,DSL,3,No,Credit_Card,36-50
CUST0449,47,113.59,5338.56,Month-to-Month,Fiber_Optic,6,No,Mailed_Check,51+
CUST0450,15,111.21,1668.22,Month-to-Month,Fiber_Optic,3,Yes,Electronic,18-25
CUST0451,68,31.88,2167.57,Month-to-Month,None,8,Yes,Bank_Transfer,18-25
CUST0452,63,36.22,2281.71,Month-to-Month,None,7,Yes,Mailed_Check,18-25
CUST0453,57,112.99,6440.52,One_Year,Fiber_Optic,1,No,Electronic,51+
CUST0454,62,41.5,2573.18,Month-to-Month,DSL,4,Yes,Electronic,18-25
CUST0455,7,82.19,575.3,Month-to-Month,Fiber_Optic,7,Yes,Electronic,18-25
CUST0456,38,21.04,799.44,Month-to-Month,None,3,No,Credit_Card,36-50
CUST0457,30,56.91,1707.16,Month-to-Month,DSL,1,Yes,Electronic,51+
CUST0458,39,85.01,3315.56,Two_Year,Fiber_Optic,5,Yes,Mailed_Check,18-25
CUST0459,31,55.23,1712.06,One_Year,DSL,6,No,Credit_Card,36-50
CUST0460,17,103.35,1756.97,Month-to-Month,Fiber_Optic,5,No,Credit_Card,36-50
CUST0461,65,62.4,4056.24,One_Year,DSL,0,No,Bank_Transfer,51+
CUST0462,15,36.55,548.25,Two_Year,None,7,No,Bank_Transfer,26-35
CUST0463,34,22.5,765.09,Two_Year,None,8,No,Electronic,18-25
CUST0464,3,106.61,319.82,Month-to-Month,Fiber_Optic,4,Yes,Electronic,51+
CUST0465,67,77.88,5218.2,One_Year,DSL,0,No,Credit_Card,51+
CUST0466,35,80.64,2822.49,Month-to-Month,Fiber_Optic,3,Yes,Mailed_Check,18-25
CUST0467,59,43.9,2590.13,Two_Year,DSL,7,Yes,Mailed_Check,18-25
CUST0468,27,28.59,771.98,One_Year,None,4,Yes,Credit_Card,18-25
CUST0469,20,102.11,2042.17,Two_Year,Fiber_Optic,8,No,Credit_Card,36-50
CUST0470,72,106.91,7697.38,Month-to-Month,Fiber_Optic,4,Yes,Credit_Card,36-50
CUST0471,72,38.12,2744.77,One_Year,None,1,Yes,Electronic,51+
CUST0472,6,23.83,142.97,Month-to-Month,None,0,Yes,Electronic,51+
CUST0473,62,89.89,5572.89,Month-to-Month,Fiber_Optic,0,Yes,Electronic,36-50
CUST0474,68,21.13,1436.96,One_Year,None,6,No,Credit_Card,26-35
CUST0475,54,23.98,1294.91,One_Year,None,2,No,Credit_Card,18-25
CUST0476,8,28.64,229.12,Month-to-Month,None,8,Yes,Electronic,26-35
CUST0477,69,101.91,7031.89,Month-to-Month,Fiber_Optic,8,Yes,Credit_Card,18-25
CUST0478,10,55.9,559.04,Month-to-Month,DSL,2,No,Bank_Transfer,51+
CUST0479,39,107.59,4196.06,One_Year,Fiber_Optic,6,Yes,Bank_Transfer,26-35
CUST0480,66,43.68,2883.06,Month-to-Month,DSL,2,Yes,Mailed_Check,26-35
CUST0481,48,31.27,1501.11,Two_Year,None,8,Yes,Bank_Transfer,51+
CUST0482,26,114.64,2980.74,Month-to-Month,Fiber_Optic,0,Yes,Electronic,36-50
CUST0483,22,37.66,828.52,Month-to-Month,None,7,No,Mailed_Check,18-25
CUST0484,7,40.62,284.31,Month-to-Month,DSL,3,Yes,Credit_Card,36-50
CUST0485,48,73.59,3532.42,Two_Year,DSL,5,No,Mailed_Check,26-35
CUST0486,25,83.71,2092.63,One_Year,Fiber_Optic,4,Yes,Bank_Transfer,51+
CUST0487,17,57.54,978.1,Month-to-Month,DSL,2,No,Electronic,26-35
CUST0488,23,43.66,1004.08,One_Year,DSL,0,Yes,Credit_Card,36-50
CUST0489,43,48.58,2088.78,Month-to-Month,DSL,4,Yes,Credit_Card,36-50
CUST0490,16,24.31,388.91,Month-to-Month,None,0,Yes,Credit_Card,36-50
CUST0491,59,95.33,5624.55,Two_Year,Fiber_Optic,3,No,Credit_Card,26-35
CUST0492,8,109.72,877.72,Month-to-Month,Fiber_Optic,7,Yes,Mailed_Check,18-25
CUST0493,60,111.99,6719.33,Two_Year,Fiber_Optic,6,Yes,Mailed_Check,18-25
CUST0494,40,29.09,1163.48,One_Year,None,5,Yes,Credit_Card,36-50
CUST0495,11,112.99,1242.89,Two_Year,Fiber_Optic,5,Yes,Electronic,51+
CUST0496,68,21.12,1436.4,One_Year,None,5,Yes,Electronic,36-50
CUST0497,38,106.21,4035.86,One_Year,Fiber_Optic,0,Yes,Electronic,18-25
CUST0498,47,69.87,3283.94,One_Year,DSL,2,No,Bank_Transfer,51+
CUST0499,25,30.3,757.5,Month-to-Month,None,6,Yes,Bank_Transfer,26-35
CUST0500,5,73.12,365.62,Two_Year,DSL,6,Yes,Mailed_Check,18-25
CUST0501,61,24.64,1502.78,One_Year,None,0,No,Bank_Transfer,18-25
CUST0502,42,100.86,4236.29,One_Year,Fiber_Optic,4,No,Credit_Card,36-50
CUST0503,29,97.57,2829.48,Month-to-Month,Fiber_Optic,5,Yes,Bank_Transfer,18-25
CUST0504,66,29.79,1965.98,One_Year,None,0,No,Credit_Card,26-35
CUST0505,32,83.34,2666.95,Month-to-Month,Fiber_Optic,0,No,Mailed_Check,26-35
CUST0506,28,24.45,684.52,Month-to-Month,None,8,Yes,Bank_Transfer,36-50
CUST0507,72,24.68,1777.25,Month-to-Month,None,7,No,Electronic,36-50
CUST0508,47,61.64,2896.9,One_Year,DSL,7,No,Electronic,26-35
CUST0509,48,74.82,3591.41,Month-to-Month,DSL,1,No,Credit_Card,18-25
CUST0510,26,53.49,1390.69,Month-to-Month,DSL,7,Yes,Electronic,18-25
CUST0511,53,24.09,1276.58,One_Year,None,0,No,Mailed_Check,18-25
CUST0512,32,29.49,943.52,Two_Year,None,4,No,Credit_Card,18-25
CUST0513,41,61.43,2518.48,One_Year,DSL,0,No,Bank_Transfer,26-35
CUST0514,66,100.42,6627.88,One_Year,Fiber_Optic,2,No,Bank_Transfer,36-50
CUST0515,18,95.51,1719.23,Month-to-Month,Fiber_Optic,7,No,Credit_Card,26-35
CUST0516,36,99.17,3570.13,Month-to-Month,Fiber_Optic,8,No,Credit_Card,18-25
CUST0517,20,95.02,1900.38,Two_Year,Fiber_Optic,5,No,Bank_Transfer,26-35
CUST0518,59,21.4,1262.6,Month-to-Month,None,7,No,Credit_Card,36-50
CUST0519,62,33.13,2054.34,Month-to-Month,None,1,No,Electronic,51+
CUST0520,36,110.91,3992.85,One_Year,Fiber_Optic,8,No,Mailed_Check,26-35
CUST0521,64,54.01,3456.52,One_Year,DSL,3,No,Bank_Transfer,36-50
CUST0522,16,37.81,604.93,One_Year,None,0,No,Bank_Transfer,18-25
CUST0523,62,103.15,6395.44,One_Year,Fiber_Optic,5,Yes,Mailed_Check,18-25
CUST0524,59,95.45,5631.46,One_Year,Fiber_Optic,7,Yes,Electronic,36-50
CUST0525,2,116.31,232.63,Two_Year,Fiber_Optic,0,No,Bank_Transfer,26-35
CUST0526,67,111.85,7493.93,Month-to-Month,Fiber_Optic,5,No,Mailed_Check,18-25
CUST0527,13,73.04,949.48,Month-to-Month,DSL,4,No,Bank_Transfer,26-35
CUST0528,23,72.6,1669.74,Month-to-Month,DSL,3,No,Credit_Card,51+
CUST0529,37,57.29,2119.87,One_Year,DSL,0,No,Mailed_Check,18-25
CUST0530,46,36.49,1678.38,Two_Year,None,7,No,Mailed_Check,18-25
CUST0531,18,30.28,545.11,Two_Year,None,6,No,Bank_Transfer,18-25
CUST0532,12,83.8,1005.56,One_Year,Fiber_Optic,3,No,Bank_Transfer,36-50
CUST0533,15,80.23,1203.43,Two_Year,Fiber_Optic,2,No,Electronic,18-25
CUST0534,54,27.21,1469.26,Two_Year,None,2,No,Bank_Transfer,51+
CUST0535,49,20.31,995.43,One_Year,None,7,No,Credit_Card,36-50
CUST0536,69,20.11,1387.38,Two_Year,None,2,No,Mailed_Check,36-50
CUST0537,43,65.53,2817.91,One_Year,DSL,2,No,Electronic,36-50
CUST0538,55,37.37,2055.25,One_Year,None,1,No,Bank_Transfer,36-50
CUST0539,42,79.24,3328.28,Month-to-Month,DSL,3,No,Electronic,26-35
CUST0540,54,36.66,1979.46,Month-to-Month,None,6,Yes,Bank_Transfer,36-50
CUST0541,54,42.18,2277.48,Month-to-Month,DSL,8,Yes,Bank_Transfer,18-25
CUST0542,47,47.17,2217.19,One_Year,DSL,5,Yes,Mailed_Check,26-35
CUST0543,59,111.16,6558.68,Month-to-Month,Fiber_Optic,6,No,Credit_Card,51+
CUST0544,13,116.41,1513.31,Two_Year,Fiber_Optic,7,Yes,Electronic,18-25
CUST0545,40,103.33,4133.11,Month-to-Month,Fiber_Optic,7,Yes,Credit_Card,51+
CUST0546,55,83.38,4586.04,Month-to-Month,Fiber_Optic,3,No,Mailed_Check,36-50
CUST0547,48,79.05,3794.28,Month-to-Month,DSL,7,Yes,Bank_Transfer,51+
CUST0548,37,79.89,2955.91,Two_Year,DSL,3,No,Bank_Transfer,36-50
CUST0549,53,36.95,1958.23,Two_Year,None,3,No,Electronic,18-25
CUST0550,50,92.24,4612.1,Two_Year,Fiber_Optic,1,No,Mailed_Check,26-35
CUST0551,15,90.74,1361.14,Month-to-Month,Fiber_Optic,3,Yes,Bank_Transfer,18-25
CUST0552,56,35.97,2014.09,One_Year,None,7,Yes,Bank_Transfer,51+
CUST0553,26,52.1,1354.58,Month-to-Month,DSL,3,No,Bank_Transfer,26-35
CUST0554,22,39.73,874.16,Month-to-Month,None,7,Yes,Bank_Transfer,36-50
CUST0555,10,85.49,854.86,One_Year,Fiber_Optic,5,Yes,Mailed_Check,51+
CUST0556,57,115.02,6555.92,One_Year,Fiber_Optic,0,No,Electronic,51+
CUST0557,40,109.0,4360.01,Month-to-Month,Fiber_Optic,1,No,Mailed_Check,36-50
CUST0558,32,36.8,1177.67,Month-to-Month,None,0,No,Credit_Card,26-35
CUST0559,63,98.83,6226.59,Month-to-Month,Fiber_Optic,8,Yes,Mailed_Check,36-50
CUST0560,16,74.39,1190.27,One_Year,DSL,1,No,Credit_Card,36-50
CUST0561,6,116.13,696.79,One_Year,Fiber_Optic,0,No,Electronic,51+
CUST0562,72,28.06,2020.0,Month-to-Month,None,6,Yes,Credit_Card,36-50
CUST0563,67,114.19,7650.61,Month-to-Month,Fiber_Optic,4,Yes,Electronic,26-35
CUST0564,72,104.15,7499.09,Two_Year,Fiber_Optic,5,Yes,Mailed_Check,18-25
CUST0565,59,38.78,2287.9,One_Year,None,0,No,Bank_Transfer,18-25
CUST0566,22,41.01,902.21,Month-to-Month,DSL,4,No,Electronic,36-50
CUST0567,54,65.09,3515.03,One_Year,DSL,0,No,Electronic,36-50
CUST0568,46,89.48,4116.24,Month-to-Month,Fiber_Optic,6,No,Bank_Transfer,26-35
CUST0569,28,58.72,1644.24,One_Year,DSL,0,No,Credit_Card,36-50
CUST0570,13,100.52,1306.72,Month-to-Month,Fiber_Optic,6,No,Electronic,26-35
CUST0571,55,66.98,3683.68,Two_Year,DSL,4,No,Bank_Transfer,51+
CUST0572,52,110.94,5768.99,One_Year,Fiber_Optic,4,Yes,Electronic,51+
CUST0573,9,23.21,208.92,Two_Year,None,2,No,Credit_Card,18-25
CUST0574,27,64.33,1736.99,One_Year,DSL,7,Yes,Electronic,36-50
CUST0575,43,82.22,3535.5,Two_Year,Fiber_Optic,6,No,Electronic,51+
CUST0576,56,62.63,3507.35,One_Year,DSL,6,Yes,Mailed_Check,26-35
CUST0577,49,30.49,1494.24,Month-to-Month,None,8,Yes,Bank_Transfer,51+
CUST0578,28,25.88,724.51,Month-to-Month,None,7,Yes,Mailed_Check,36-50
CUST0579,68,104.78,7125.36,Month-to-Month,Fiber_Optic,4,Yes,Electronic,36-50
CUST0580,60,40.41,2424.68,Month-to-Month,DSL,0,No,Mailed_Check,51+
CUST0581,48,36.99,1775.55,Month-to-Month,None,1,No,Bank_Transfer,51+
CUST0582,16,117.15,1874.32,Month-to-Month,Fiber_Optic,8,No,Bank_Transfer,51+
CUST0583,67,57.87,3877.19,Month-to-Month,DSL,1,Yes,Mailed_Check,26-35
CUST0584,10,105.9,1059.01,One_Year,Fiber_Optic,7,Yes,Credit_Card,18-25
CUST0585,53,21.11,1118.94,Month-to-Month,None,2,Yes,Bank_Transfer,26-35
CUST0586,4,115.82,463.29,Two_Year,Fiber_Optic,6,Yes,Bank_Transfer,51+
CUST0587,21,69.19,1452.96,Month-to-Month,DSL,2,Yes,Electronic,51+
CUST0588,38,99.43,3778.44,Month-to-Month,Fiber_Optic,3,No,Mailed_Check,26-35
CUST0589,5,28.68,143.38,Month-to-Month,None,4,Yes,Bank_Transfer,51+
CUST0590,21,33.17,696.64,Month-to-Month,None,1,No,Mailed_Check,51+
CUST0591,52,28.22,1467.29,One_Year,None,8,Yes,Bank_Transfer,36-50
CUST0592,55,43.95,2417.22,Two_Year,DSL,4,Yes,Bank_Transfer,18-25
CUST0593,65,42.69,2774.81,One_Year,DSL,1,No,Bank_Transfer,26-35
CUST0594,63,23.45,1477.38,Two_Year,None,7,Yes,Electronic,26-35
CUST0595,56,90.39,5061.66,Month-to-Month,Fiber_Optic,4,Yes,Bank_Transfer,36-50
CUST0596,1,58.32,58.32,Month-to-Month,DSL,7,Yes,Bank_Transfer,26-35
CUST0597,38,69.81,2652.67,Month-to-Month,DSL,5,No,Credit_Card,51+
CUST0598,38,53.13,2018.83,Month-to-Month,DSL,0,No,Mailed_Check,18-25
CUST0599,61,87.31,5325.72,Two_Year,Fiber_Optic,7,Yes,Electronic,36-50
CUST0600,60,26.07,1563.94,One_Year,None,2,No,Mailed_Check,26-35
CUST0601,20,64.07,1281.35,One_Year,DSL,4,Yes,Bank_Transfer,51+
CUST0602,44,77.12,3393.46,One_Year,DSL,6,Yes,Bank_Transfer,36-50
CUST0603,20,21.54,430.72,Two_Year,None,2,No,Credit_Card,26-35
CUST0604,50,57.53,2876.35,Two_Year,DSL,6,Yes,Credit_Card,51+
CUST0605,68,101.51,6902.77,Month-to-Month,Fiber_Optic,4,Yes,Credit_Card,51+
CUST0606,31,48.8,1512.91,Two_Year,DSL,1,No,Credit_Card,51+
CUST0607,8,39.16,313.3,Two_Year,None,1,No,Credit_Card,36-50
CUST0608,30,65.19,1955.78,Month-to-Month,DSL,2,No,Mailed_Check,26-35
CUST0609,43,55.93,2404.95,One_Year,DSL,1,No,Bank_Transfer,18-25
CUST0610,23,89.49,2058.17,Month-to-Month,Fiber_Optic,3,Yes,Mailed_Check,26-35
CUST0611,6,100.56,603.38,Month-to-Month,Fiber_Optic,4,Yes,Bank_Transfer,36-50
CUST0612,63,34.26,2158.19,Month-to-Month,None,3,Yes,Electronic,36-50
CUST0613,22,112.82,2481.98,Month-to-Month,Fiber_Optic,2,Yes,Mailed_Check,51+
CUST0614,9,79.61,716.52,One_Year,DSL,2,No,Bank_Transfer,26-35
CUST0615,23,52.18,1200.13,One_Year,DSL,8,Yes,Electronic,36-50
CUST0616,25,28.34,708.6,Month-to-Month,None,1,No,Mailed_Check,18-25
CUST0617,25,84.01,2100.25,One_Year,Fiber_Optic,8,No,Credit_Card,51+
CUST0618,21,24.7,518.7,Month-to-Month,None,4,No,Bank_Transfer,36-50
CUST0619,42,114.74,4818.93,Month-to-Month,Fiber_Optic,8,No,Bank_Transfer,36-50
CUST0620,59,27.86,1643.62,Month-to-Month,None,4,Yes,Mailed_Check,18-25
CUST0621,2,24.96,49.91,One_Year,None,3,Yes,Bank_Transfer,36-50
CUST0622,46,22.64,1041.41,One_Year,None,6,Yes,Credit_Card,51+
CUST0623,36,36.11,1300.07,Month-to-Month,None,0,No,Electronic,26-35
CUST0624,30,93.5,2804.95,Month-to-Month,Fiber_Optic,4,Yes,Mailed_Check,26-35
